Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,log_Global_Sales,Platform_encoded,Genre_encoded,Publisher_encoded
Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,26,8,6
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0,0.11332868530700317,19,0,458
MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0.0,0.01,0.12,70.0,9.0,,,0.11332868530700317,15,10,491
Burning Road,PS,1996,Racing,FunSoft,0.07,0.05,0.0,0.01,0.12,,,,,0.11332868530700317,15,6,170
Sonic Adventure 2,DC,2001,Platform,Sega,0.0,0.0,0.12,0.0,0.12,89.0,18.0,8.6,236.0,0.11332868530700317,3,4,448
IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12,69.0,20.0,,,0.11332868530700317,16,6,91
Slayers,SNES,1994,Role-Playing,Banpresto,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,23,7,63
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,11,349
Space Chimps,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0.0,0.02,0.12,,,6.6,7.0,0.11332868530700317,16,4,77
Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,28,10,53
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,0.09,0.03,0.0,0.0,0.12,,,,,0.11332868530700317,6,3,548
Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,6,8,277
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.09,0.02,0.0,0.01,0.12,39.0,18.0,2.1,132.0,0.11332868530700317,30,10,21
Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,65.0,19.0,5.8,8.0,0.11332868530700317,16,0,17
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,45.0,31.0,6.5,81.0,0.11332868530700317,27,0,364
The Daring Game for Girls,DS,2007,Adventure,Unknown,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,1,533
Yakuza Kiwami,PS3,2016,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,17,1,448
DreamWorks Super Star Kartz,3DS,2011,Racing,Activision,0.08,0.03,0.0,0.01,0.12,,,,,0.11332868530700317,2,6,21
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,83.0,18.0,8.3,16.0,0.11332868530700317,28,3,101
Ultimate Card Games,GBA,2003,Misc,Telegames,0.09,0.03,0.0,0.0,0.12,87.0,9.0,,,0.11332868530700317,6,3,504
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,16,10,277
NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.09,0.02,0.0,0.01,0.12,,,3.4,11.0,0.11332868530700317,28,10,497
Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,0.09,0.02,0.0,0.01,0.12,64.0,20.0,6.8,14.0,0.11332868530700317,26,10,528
Overlord: Raising Hell,PS3,2008,Action,Codemasters,0.07,0.03,0.0,0.02,0.12,72.0,35.0,7.7,27.0,0.11332868530700317,17,0,91
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.12,,,,,0.11332868530700317,16,1,277
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.11,0.0,0.0,0.01,0.12,36.0,20.0,2.1,17.0,0.11332868530700317,28,3,533
Mountain Sports,Wii,2009,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,26,10,21
Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,63.0,11.0,,,0.11332868530700317,26,5,569
Skylanders: SuperChargers,3DS,2015,Action,Activision,0.05,0.06,0.0,0.01,0.12,,,,,0.11332868530700317,2,0,21
Monster Jam: Path of Destruction,X360,2010,Racing,Activision,0.11,0.0,0.0,0.01,0.12,,,5.0,4.0,0.11332868530700317,28,6,21
The Bible Game,GBA,2005,Misc,Crave Entertainment,0.09,0.03,0.0,0.0,0.12,,,,,0.11332868530700317,6,3,101
NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,69.0,26.0,7.1,9.0,0.11332868530700317,29,10,139
Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.01,0.1,0.0,0.01,0.12,,,,,0.11332868530700317,26,3,528
Medarot 4: Kabuto / Kuwagata Version,GB,2001,Role-Playing,Imagineer,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,5,7,241
Deca Sports Extreme,3DS,2011,Sports,Hudson Soft,0.08,0.0,0.03,0.01,0.12,52.0,6.0,,,0.11332868530700317,2,10,227
Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,0.11,0.0,0.0,0.01,0.12,,,3.4,8.0,0.11332868530700317,26,10,118
Major League Baseball 2K6,PSP,2007,Sports,Unknown,0.11,0.0,0.0,0.01,0.12,69.0,5.0,,,0.11332868530700317,19,10,533
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,8,349
Deepak Chopra's Leela,X360,2011,Misc,THQ,0.07,0.04,0.0,0.01,0.12,,,3.5,4.0,0.11332868530700317,28,3,491
"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005,Platform,Midway Games,0.08,0.03,0.0,0.0,0.12,,,,,0.11332868530700317,6,4,327
Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,65.0,33.0,6.9,7.0,0.11332868530700317,16,2,85
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,2,2,349
Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,0.09,0.02,0.0,0.0,0.12,76.0,18.0,7.6,5.0,0.11332868530700317,7,10,21
Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12,,,,,0.11332868530700317,15,4,138
NBA 2K2,GC,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.12,90.0,13.0,8.0,4.0,0.11332868530700317,7,10,448
Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0.0,0.01,0.02,0.12,,,,,0.11332868530700317,18,0,20
Psychonauts,XB,2005,Platform,THQ,0.09,0.03,0.0,0.0,0.12,88.0,54.0,9.0,71.0,0.11332868530700317,29,4,491
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,17,7,349
Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,36.0,14.0,5.6,5.0,0.11332868530700317,7,6,17
Uta no * Prince-Sama: All Star,PSP,2013,Action,Broccoli,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,0,78
HardBall 5,PS,1996,Sports,SPS,0.07,0.04,0.0,0.01,0.12,,,,,0.11332868530700317,15,10,441
Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,39.0,4.0,8.1,9.0,0.11332868530700317,16,8,404
MLB Inside Pitch 2003,XB,2003,Sports,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,,,,,0.11332868530700317,29,10,325
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,20,10,277
Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,59.0,6.0,,,0.11332868530700317,26,10,569
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74.0,42.0,7.9,13.0,0.11332868530700317,26,9,349
Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,21,2,448
nail'd,PS3,2010,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,66.0,36.0,6.2,13.0,0.11332868530700317,17,6,121
Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,59.0,14.0,,,0.11332868530700317,7,2,17
Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,68.0,44.0,8.2,32.0,0.11332868530700317,4,7,528
A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,9,349
Jaws: Ultimate Predator,3DS,2011,Action,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,2,0,298
Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.06,0.04,0.0,0.01,0.12,50.0,10.0,5.0,25.0,0.11332868530700317,27,0,528
Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.12,,,,,0.11332868530700317,7,10,277
Rock Band: Metal Track Pack,PS3,2009,Misc,MTV Games,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,17,3,294
Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,75.0,29.0,8.4,559.0,0.11332868530700317,13,1,139
Barbie as The Island Princess,PS2,2007,Adventure,Activision,0.06,0.04,0.0,0.02,0.12,,,,,0.11332868530700317,16,1,21
Crime Killer,PS,1998,Racing,Interplay,0.07,0.04,0.0,0.01,0.12,,,,,0.11332868530700317,15,6,248
Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,3,528
Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive,0.09,0.03,0.0,0.0,0.12,43.0,17.0,,,0.11332868530700317,29,2,138
Raiden IV,X360,2008,Shooter,Moss,0.1,0.0,0.01,0.01,0.12,63.0,4.0,7.8,10.0,0.11332868530700317,28,8,338
MX vs. ATV Untamed,DS,2007,Racing,THQ,0.11,0.0,0.0,0.01,0.12,61.0,14.0,,,0.11332868530700317,4,6,491
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.04,0.07,0.0,0.01,0.12,75.0,5.0,7.8,148.0,0.11332868530700317,27,0,528
SD Gundam G Generation-F.I.F,PS,2001,Strategy,Namco Bandai Games,0.0,0.0,0.11,0.01,0.12,,,,,0.11332868530700317,15,11,349
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,23,2,35
Rubik's World,DS,2008,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,66.0,8.0,,,0.11332868530700317,4,5,183
Zenses: Ocean,DS,2008,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,56.0,5.0,,,0.11332868530700317,4,5,183
Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.01,0.0,0.01,0.12,64.0,34.0,7.4,42.0,0.11332868530700317,28,7,448
Peggle: Dual Shot,DS,2009,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12,84.0,17.0,8.2,21.0,0.11332868530700317,4,5,409
NPPL: Championship Paintball 2009,Wii,2008,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12,,,7.7,7.0,0.11332868530700317,26,8,23
Spider-Man: Edge of Time,3DS,2011,Action,Activision,0.08,0.03,0.0,0.01,0.12,50.0,7.0,6.4,12.0,0.11332868530700317,2,0,21
Cruis'n,Wii,2007,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,25.0,7.0,3.7,18.0,0.11332868530700317,26,6,327
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,26.0,7.3,24.0,0.11332868530700317,18,0,503
Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,23,10,487
Castlevania: Curse of Darkness,XB,2005,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,74.0,26.0,7.0,13.0,0.11332868530700317,29,0,277
SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.12,53.0,7.0,,,0.11332868530700317,26,9,139
Love Live! School Idol Paradise,PSV,2014,Misc,Kadokawa Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,20,3,264
Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,58.0,43.0,5.8,142.0,0.11332868530700317,28,8,85
Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,64.0,16.0,7.7,14.0,0.11332868530700317,4,11,528
The Clique: Diss and Make Up,DS,2009,Adventure,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,1,552
Mobil 1 Rally Championship,PS,2000,Racing,Electronic Arts,0.07,0.04,0.0,0.01,0.12,,,,,0.11332868530700317,15,6,139
USA Today Crossword Challenge,DS,2008,Puzzle,Destineer,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,5,123
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002,Fighting,Spike,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,16,2,464
Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12,72.0,8.0,7.0,5.0,0.11332868530700317,6,8,17
Charm Girls Club: My Perfect Prom,DS,2009,Simulation,Electronic Arts,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,9,139
Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,61.0,17.0,4.9,7.0,0.11332868530700317,4,3,277
Rugrats: Totally Angelica,PS,2001,Adventure,THQ,0.06,0.04,0.0,0.01,0.12,,,,,0.11332868530700317,15,1,491
Nightshade,PS2,2003,Action,Sega,0.06,0.04,0.0,0.01,0.12,68.0,39.0,7.7,20.0,0.11332868530700317,16,0,448
Brunswick Pro Bowling,3DS,2011,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,2,10,101
CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12,45.0,14.0,7.3,4.0,0.11332868530700317,29,1,528
Wipeout 2,PS3,2011,Misc,Activision,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,17,3,21
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.12,77.0,7.0,7.3,31.0,0.11332868530700317,27,0,552
Ultimate Puzzle Games: Sudoku Edition,DS,2007,Puzzle,Telegames,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,5,504
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,73.0,26.0,8.4,14.0,0.11332868530700317,29,0,548
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,55.0,24.0,8.0,20.0,0.11332868530700317,26,0,110
Hanagumi Taisen Columns,SAT,1997,Puzzle,Sega,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,21,5,448
Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.09,0.0,0.01,0.12,75.0,51.0,7.0,351.0,0.11332868530700317,13,9,267
Tales of Destiny 2,PSP,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,7,349
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12,57.0,10.0,,,0.11332868530700317,7,0,277
Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,0.05,0.05,0.0,0.02,0.12,54.0,39.0,3.8,30.0,0.11332868530700317,20,2,458
Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,9,528
The Price is Right: Decades,Wii,2011,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,26,3,528
Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,10,277
Dragon Ball: Origins,DS,2008,Action,Atari,0.08,0.02,0.0,0.01,0.12,78.0,18.0,7.5,15.0,0.11332868530700317,4,0,53
Jikkyou Powerful Pro Baseball 2016,PS3,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,17,10,277
FIFA 17,PC,2016,Sports,Electronic Arts,0.0,0.11,0.0,0.01,0.12,84.0,12.0,4.2,160.0,0.11332868530700317,13,10,139
After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,0.0,0.1,0.0,0.02,0.12,,,,,0.11332868530700317,17,10,458
UN Squadron,SNES,1991,Shooter,Capcom,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,23,8,85
Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.06,0.04,0.0,0.01,0.12,,,,,0.11332868530700317,15,10,503
Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,0.07,0.03,0.0,0.01,0.12,,,,,0.11332868530700317,4,3,491
Dora the Explorer: Journey to the Purple Planet,GC,2005,Adventure,Global Star,0.09,0.02,0.0,0.0,0.12,,,,,0.11332868530700317,7,1,201
Lunar 2: Eternal Blue,SAT,1998,Role-Playing,Kadokawa Shoten,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,21,7,265
NHL Powerplay '96,PS,1996,Sports,Virgin Interactive,0.06,0.04,0.0,0.01,0.12,,,,,0.11332868530700317,15,10,545
Thousand Arms,PS,1998,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.12,,,,,0.11332868530700317,15,7,55
Arctic Thunder,XB,2001,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12,57.0,17.0,,,0.11332868530700317,29,6,327
Barnyard,GC,2006,Action,THQ,0.09,0.02,0.0,0.0,0.12,66.0,12.0,,,0.11332868530700317,7,0,491
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.12,,,,,0.11332868530700317,28,3,528
Stolen Song,PS,1998,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12,,,,,0.11332868530700317,15,1,458
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,66.0,18.0,7.4,28.0,0.11332868530700317,17,9,166
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,0,496
Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.07,0.02,0.0,0.02,0.12,,,0.2,5.0,0.11332868530700317,17,10,139
Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,0.06,0.04,0.0,0.01,0.12,63.0,21.0,,,0.11332868530700317,16,1,85
My Chinese Coach,DS,2008,Misc,Ubisoft,0.1,0.01,0.0,0.01,0.12,,,,,0.11332868530700317,4,3,528
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.09,0.0,0.01,0.01,0.12,68.0,38.0,8.7,18.0,0.11332868530700317,26,4,277
DEATH NOTE: Kira Game,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,1,277
Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.12,54.0,5.0,,,0.11332868530700317,26,0,552
Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12,,,,,0.11332868530700317,15,11,458
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,16,3,110
ASH: Archaic Sealed Heat,DS,2007,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,7,361
DreamWorks Super Star Kartz,PS3,2011,Racing,Activision,0.06,0.03,0.0,0.02,0.12,,,,,0.11332868530700317,17,6,21
Dorabase 2: Nettou Ultra Stadium,DS,2009,Sports,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,10,349
Where the Wild Things Are,Wii,2009,Platform,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,65.0,6.0,,,0.11332868530700317,26,4,552
Center Ring Boxing,SAT,1994,Fighting,JVC,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,21,2,255
NHL 2K3,XB,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.12,89.0,17.0,7.1,14.0,0.11332868530700317,29,10,448
Die Hard: Vendetta,GC,2002,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12,54.0,23.0,7.0,10.0,0.11332868530700317,7,8,346
F1 2002,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,81.0,11.0,6.4,10.0,0.11332868530700317,16,6,139
Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.12,74.0,45.0,7.3,9.0,0.11332868530700317,19,8,127
FIFA Soccer,PSP,2005,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,73.0,23.0,7.7,22.0,0.11332868530700317,19,10,139
Cabela's North American Adventures,PS3,2010,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,17,10,21
Darkspore,PC,2011,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65.0,52.0,6.0,133.0,0.11332868530700317,13,7,139
Self-Defense Training Camp,X360,2011,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,21.0,5.0,5.0,25.0,0.11332868530700317,28,10,528
Sphinx and the Cursed Mummy,XB,2003,Action,THQ,0.09,0.02,0.0,0.0,0.12,79.0,21.0,9.1,11.0,0.11332868530700317,29,0,491
Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Adventure,Foreign Media Games,0.08,0.03,0.0,0.01,0.12,55.0,4.0,,,0.11332868530700317,4,1,163
Dynasty Warriors 8: Xtreme Legends,PSV,2013,Action,Tecmo Koei,0.03,0.02,0.05,0.02,0.12,,,,,0.11332868530700317,20,0,503
GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,0.08,0.03,0.0,0.0,0.11,77.0,12.0,6.0,4.0,0.10436001532424277,6,6,491
Yakuza,PS3,2012,Action,Sega,0.0,0.0,0.11,0.0,0.11,,,,,0.10436001532424277,17,0,448
Karaoke Revolution Presents American Idol Encore 2,PS3,2008,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.11,,,,,0.10436001532424277,17,3,277
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,70.0,19.0,8.2,27.0,0.10436001532424277,17,0,503
DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,0.10436001532424277,16,2,503
Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.02,0.05,0.01,0.11,68.0,18.0,7.4,18.0,0.10436001532424277,19,0,528
Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,0.06,0.04,0.0,0.02,0.11,,,,,0.10436001532424277,17,8,139
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,0.09,0.02,0.0,0.0,0.11,59.0,5.0,7.5,6.0,0.10436001532424277,29,10,21
SplashDown,XB,2002,Racing,Atari,0.09,0.02,0.0,0.0,0.11,78.0,15.0,,,0.10436001532424277,29,6,53
18 Wheels of Steel: Extreme Trucker 2,PC,2011,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11,,,8.3,10.0,0.10436001532424277,13,6,435
Nobunaga no Yabou: Tenshoki,SAT,1995,Strategy,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,0.10436001532424277,21,11,503
F1 Racing Championship,PS,2000,Racing,Video System,0.06,0.04,0.0,0.01,0.11,,,,,0.10436001532424277,15,6,542
Dead Man's Hand,XB,2004,Shooter,Atari,0.09,0.02,0.0,0.0,0.11,62.0,31.0,8.1,9.0,0.10436001532424277,29,8,53
Smash Cars,PS2,2003,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11,67.0,15.0,9.0,5.0,0.10436001532424277,16,6,320
NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11,68.0,26.0,8.9,16.0,0.10436001532424277,16,6,139
Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ,0.11,0.0,0.0,0.01,0.11,,,,,0.10436001532424277,26,5,491
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,66.0,21.0,7.3,8.0,0.10436001532424277,4,10,503
Lost Horizon,PC,2010,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.11,77.0,24.0,7.9,27.0,0.10436001532424277,13,1,121
SingStar Latino,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11,,,,,0.10436001532424277,17,3,458
NFL Tour,PS3,2008,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11,45.0,24.0,,,0.10436001532424277,17,10,139
Minute to Win It,DS,2010,Misc,Zoo Games,0.11,0.0,0.0,0.01,0.11,,,,,0.10436001532424277,4,3,570
Rugby 15,PS4,2015,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.11,19.0,5.0,3.4,65.0,0.10436001532424277,18,10,69
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,0.10436001532424277,16,10,277
Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0.0,0.0,0.11,0.0,0.11,,,,,0.10436001532424277,16,2,448
Dokapon Kingdom,PS2,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,61.0,8.0,6.5,8.0,0.10436001532424277,16,7,473
